"","Sample_ID","sample_type","extraction_ID","pcr_replicate","alt_ID","tank_ID","station_ID","combined_column","taxon","total_reads","MiSeq_run"
"219","e02484-C","sample","e02484","C","141",86,NA,"86","Gadus macrocephalus",32730,"B"
"220","e02486-A","sample","e02486","A","329",80,NA,"80","Boreogadus saida",20159,"B"
"221","e02486-A","sample","e02486","A","329",80,NA,"80","Gadus macrocephalus",4036,"B"
"222","e02486-B","sample","e02486","B","329",80,NA,"80","Boreogadus saida",104595,"B"
"223","e02486-B","sample","e02486","B","329",80,NA,"80","Gadus macrocephalus",29685,"B"
"224","e02486-C","sample","e02486","C","329",80,NA,"80","Boreogadus saida",33947,"B"
"225","e02486-C","sample","e02486","C","329",80,NA,"80","Gadus macrocephalus",10297,"B"
"226","e02487-A","sample","e02487","A","200",80,NA,"80","Boreogadus saida",16619,"B"
"227","e02487-A","sample","e02487","A","200",80,NA,"80","Gadus macrocephalus",6348,"B"
"228","e02487-B","sample","e02487","B","200",80,NA,"80","Boreogadus saida",31129,"B"
"229","e02487-B","sample","e02487","B","200",80,NA,"80","Gadus macrocephalus",14990,"B"
"230","e02487-C","sample","e02487","C","200",80,NA,"80","Boreogadus saida",21990,"B"
"231","e02487-C","sample","e02487","C","200",80,NA,"80","Gadus macrocephalus",12906,"B"
"232","e02488-A","sample","e02488","A","353",80,NA,"80","Boreogadus saida",8322,"B"
"233","e02488-A","sample","e02488","A","353",80,NA,"80","Gadus macrocephalus",2979,"B"
"234","e02488-B","sample","e02488","B","353",80,NA,"80","Boreogadus saida",27423,"B"
"235","e02488-B","sample","e02488","B","353",80,NA,"80","Gadus macrocephalus",16505,"B"
"236","e02488-C","sample","e02488","C","353",80,NA,"80","Boreogadus saida",18500,"B"
"237","e02488-C","sample","e02488","C","353",80,NA,"80","Gadus macrocephalus",9424,"B"
"238","e02490-A","sample","e02490","A","109",22,NA,"22","Boreogadus saida",23337,"B"
"239","e02490-A","sample","e02490","A","109",22,NA,"22","Gadus chalcogrammus",0,"B"
"240","e02490-B","sample","e02490","B","109",22,NA,"22","Boreogadus saida",46096,"B"
"241","e02490-B","sample","e02490","B","109",22,NA,"22","Gadus chalcogrammus",0,"B"
"242","e02490-C","sample","e02490","C","109",22,NA,"22","Boreogadus saida",51817,"B"
"243","e02490-C","sample","e02490","C","109",22,NA,"22","Gadus chalcogrammus",9,"B"
"244","e02491-A","sample","e02491","A","14",22,NA,"22","Boreogadus saida",29465,"B"
"245","e02491-A","sample","e02491","A","14",22,NA,"22","Gadus chalcogrammus",244,"B"
"246","e02491-B","sample","e02491","B","14",22,NA,"22","Boreogadus saida",64456,"B"
"247","e02491-B","sample","e02491","B","14",22,NA,"22","Gadus chalcogrammus",410,"B"
"248","e02491-C","sample","e02491","C","14",22,NA,"22","Boreogadus saida",60324,"B"
"249","e02491-C","sample","e02491","C","14",22,NA,"22","Gadus chalcogrammus",457,"B"
"250","e02492-A","sample","e02492","A","65",22,NA,"22","Boreogadus saida",23239,"B"
"251","e02492-A","sample","e02492","A","65",22,NA,"22","Gadus chalcogrammus",0,"B"
"252","e02492-B","sample","e02492","B","65",22,NA,"22","Boreogadus saida",44696,"B"
"253","e02492-B","sample","e02492","B","65",22,NA,"22","Gadus chalcogrammus",0,"B"
"254","e02492-C","sample","e02492","C","65",22,NA,"22","Boreogadus saida",52437,"B"
"255","e02492-C","sample","e02492","C","65",22,NA,"22","Gadus chalcogrammus",0,"B"
"256","e02493-A","sample","e02493","A","64",63,NA,"63","Gadus chalcogrammus",78,"B"
"257","e02493-A","sample","e02493","A","64",63,NA,"63","Gadus macrocephalus",11166,"B"
"258","e02493-B","sample","e02493","B","64",63,NA,"63","Gadus chalcogrammus",63,"B"
"259","e02493-B","sample","e02493","B","64",63,NA,"63","Gadus macrocephalus",10256,"B"
"260","e02493-C","sample","e02493","C","64",63,NA,"63","Gadus chalcogrammus",103,"B"
"261","e02493-C","sample","e02493","C","64",63,NA,"63","Gadus macrocephalus",16657,"B"
"262","e02494-A","sample","e02494","A","36",63,NA,"63","Gadus chalcogrammus",240,"B"
"263","e02494-A","sample","e02494","A","36",63,NA,"63","Gadus macrocephalus",25641,"B"
"264","e02494-B","sample","e02494","B","36",63,NA,"63","Gadus chalcogrammus",499,"B"
"265","e02494-B","sample","e02494","B","36",63,NA,"63","Gadus macrocephalus",34892,"B"
"266","e02494-C","sample","e02494","C","36",63,NA,"63","Gadus chalcogrammus",418,"B"
"267","e02494-C","sample","e02494","C","36",63,NA,"63","Gadus macrocephalus",52600,"B"
"268","e02495-A","sample","e02495","A","251",63,NA,"63","Gadus chalcogrammus",233,"B"
"269","e02495-A","sample","e02495","A","251",63,NA,"63","Gadus macrocephalus",19855,"B"
"270","e02495-B","sample","e02495","B","251",63,NA,"63","Gadus chalcogrammus",385,"B"
"271","e02495-B","sample","e02495","B","251",63,NA,"63","Gadus macrocephalus",46266,"B"
"272","e02495-C","sample","e02495","C","251",63,NA,"63","Gadus chalcogrammus",432,"B"
"273","e02495-C","sample","e02495","C","251",63,NA,"63","Gadus macrocephalus",47207,"B"
"274","e02496-A","sample","e02496","A","234",14,NA,"14","Gadus chalcogrammus",26370,"B"
"275","e02496-A","sample","e02496","A","234",14,NA,"14","Gadus macrocephalus",118,"B"
"276","e02496-B","sample","e02496","B","234",14,NA,"14","Gadus chalcogrammus",52980,"B"
"277","e02496-B","sample","e02496","B","234",14,NA,"14","Gadus macrocephalus",215,"B"
"278","e02496-C","sample","e02496","C","234",14,NA,"14","Gadus chalcogrammus",41331,"B"
"279","e02496-C","sample","e02496","C","234",14,NA,"14","Gadus macrocephalus",108,"B"
"280","e02497-A","sample","e02497","A","272",14,NA,"14","Gadus chalcogrammus",22909,"B"
"281","e02497-A","sample","e02497","A","272",14,NA,"14","Gadus macrocephalus",413,"B"
"282","e02497-B","sample","e02497","B","272",14,NA,"14","Gadus chalcogrammus",50228,"B"
"283","e02497-B","sample","e02497","B","272",14,NA,"14","Gadus macrocephalus",673,"B"
"284","e02497-C","sample","e02497","C","272",14,NA,"14","Gadus chalcogrammus",37751,"B"
"285","e02497-C","sample","e02497","C","272",14,NA,"14","Gadus macrocephalus",666,"B"
"286","e02498-A","sample","e02498","A","150",14,NA,"14","Gadus chalcogrammus",15545,"B"
"287","e02498-A","sample","e02498","A","150",14,NA,"14","Gadus macrocephalus",39,"B"
"288","e02498-B","sample","e02498","B","150",14,NA,"14","Gadus chalcogrammus",42882,"B"
"289","e02498-B","sample","e02498","B","150",14,NA,"14","Gadus macrocephalus",113,"B"
"290","e02498-C","sample","e02498","C","150",14,NA,"14","Gadus chalcogrammus",31333,"B"
"291","e02498-C","sample","e02498","C","150",14,NA,"14","Gadus macrocephalus",124,"B"
"292","e02500-A","sample","e02500","A","254",78,NA,"78","Gadus chalcogrammus",19063,"B"
"293","e02500-A","sample","e02500","A","254",78,NA,"78","Gadus macrocephalus",0,"B"
"294","e02500-B","sample","e02500","B","254",78,NA,"78","Gadus chalcogrammus",39800,"B"
"295","e02500-B","sample","e02500","B","254",78,NA,"78","Gadus macrocephalus",21,"B"
"296","e02500-C","sample","e02500","C","254",78,NA,"78","Gadus chalcogrammus",39737,"B"
"297","e02500-C","sample","e02500","C","254",78,NA,"78","Gadus macrocephalus",45,"B"
"298","e02501-A","sample","e02501","A","73",78,NA,"78","Gadus chalcogrammus",23096,"B"
"299","e02501-A","sample","e02501","A","73",78,NA,"78","Gadus macrocephalus",0,"B"
"300","e02501-B","sample","e02501","B","73",78,NA,"78","Gadus chalcogrammus",54799,"B"
"301","e02501-B","sample","e02501","B","73",78,NA,"78","Gadus macrocephalus",99,"B"
"302","e02501-C","sample","e02501","C","73",78,NA,"78","Gadus chalcogrammus",39019,"B"
"303","e02501-C","sample","e02501","C","73",78,NA,"78","Gadus macrocephalus",26,"B"
"304","e02505-A","sample","e02505","A","E1056",NA,"DBO4.1","DBO4.1","Boreogadus saida",301,"B"
"305","e02505-A","sample","e02505","A","E1056",NA,"DBO4.1","DBO4.1","Gadus chalcogrammus",1982,"B"
"306","e02505-A","sample","e02505","A","E1056",NA,"DBO4.1","DBO4.1","Gadus macrocephalus",0,"B"
"307","e02505-B","sample","e02505","B","E1056",NA,"DBO4.1","DBO4.1","Boreogadus saida",543,"B"
"308","e02505-B","sample","e02505","B","E1056",NA,"DBO4.1","DBO4.1","Gadus chalcogrammus",3103,"B"
"309","e02505-B","sample","e02505","B","E1056",NA,"DBO4.1","DBO4.1","Gadus macrocephalus",5,"B"
"310","e02505-C","sample","e02505","C","E1056",NA,"DBO4.1","DBO4.1","Boreogadus saida",0,"B"
"311","e02505-C","sample","e02505","C","E1056",NA,"DBO4.1","DBO4.1","Gadus chalcogrammus",6727,"B"
"312","e02505-C","sample","e02505","C","E1056",NA,"DBO4.1","DBO4.1","Gadus macrocephalus",0,"B"
"313","e02506-A","sample","e02506","A","E1057",NA,"DBO4.1","DBO4.1","Boreogadus saida",0,"B"
"314","e02506-A","sample","e02506","A","E1057",NA,"DBO4.1","DBO4.1","Gadus chalcogrammus",7750,"B"
"315","e02506-A","sample","e02506","A","E1057",NA,"DBO4.1","DBO4.1","Gadus macrocephalus",0,"B"
"316","e02506-B","sample","e02506","B","E1057",NA,"DBO4.1","DBO4.1","Boreogadus saida",0,"B"
"317","e02506-B","sample","e02506","B","E1057",NA,"DBO4.1","DBO4.1","Gadus chalcogrammus",12756,"B"
"318","e02506-B","sample","e02506","B","E1057",NA,"DBO4.1","DBO4.1","Gadus macrocephalus",3,"B"
"319","e02506-C","sample","e02506","C","E1057",NA,"DBO4.1","DBO4.1","Boreogadus saida",0,"B"
"320","e02506-C","sample","e02506","C","E1057",NA,"DBO4.1","DBO4.1","Gadus chalcogrammus",18911,"B"
"321","e02506-C","sample","e02506","C","E1057",NA,"DBO4.1","DBO4.1","Gadus macrocephalus",0,"B"
"322","e02507-B","sample","e02507","B","E1058",NA,"DBO4.1","DBO4.1","Boreogadus saida",0,"B"
"323","e02507-B","sample","e02507","B","E1058",NA,"DBO4.1","DBO4.1","Gadus chalcogrammus",4711,"B"
"324","e02507-B","sample","e02507","B","E1058",NA,"DBO4.1","DBO4.1","Gadus macrocephalus",0,"B"
"325","e02507-C","sample","e02507","C","E1058",NA,"DBO4.1","DBO4.1","Boreogadus saida",0,"B"
"326","e02507-C","sample","e02507","C","E1058",NA,"DBO4.1","DBO4.1","Gadus chalcogrammus",1724,"B"
"327","e02507-C","sample","e02507","C","E1058",NA,"DBO4.1","DBO4.1","Gadus macrocephalus",0,"B"
"328","e02526-A","sample","e02526","A","E1077",NA,"C2","C2","Gadus chalcogrammus",22752,"B"
"329","e02526-B","sample","e02526","B","E1077",NA,"C2","C2","Gadus chalcogrammus",13609,"B"
"330","e02526-C","sample","e02526","C","E1077",NA,"C2","C2","Gadus chalcogrammus",23226,"B"
"331","e02527-A","sample","e02527","A","E1078",NA,"C2","C2","Gadus chalcogrammus",1866,"B"
"332","e02527-C","sample","e02527","C","E1078",NA,"C2","C2","Gadus chalcogrammus",4343,"B"
"333","e02528-A","sample","e02528","A","E1079",NA,"C2","C2","Gadus chalcogrammus",0,"B"
"334","e02537-B","sample","e02537","B","E1088",NA,"DBO3.4","DBO3.4","Gadus chalcogrammus",4515,"B"
"335","e02538-A","sample","e02538","A","E1089",NA,"DBO3.4","DBO3.4","Gadus chalcogrammus",1912,"B"
"336","e02538-B","sample","e02538","B","E1089",NA,"DBO3.4","DBO3.4","Gadus chalcogrammus",0,"B"
"337","e02538-C","sample","e02538","C","E1089",NA,"DBO3.4","DBO3.4","Gadus chalcogrammus",1248,"B"
"338","e02539-A","sample","e02539","A","E1090",NA,"DBO3.4","DBO3.4","Gadus chalcogrammus",7324,"B"
"339","e02549-A","sample","e02549","A","E1100",NA,"M8","M8","Gadus chalcogrammus",7228,"B"
"340","e02549-B","sample","e02549","B","E1100",NA,"M8","M8","Gadus chalcogrammus",11691,"B"
"341","e02549-C","sample","e02549","C","E1100",NA,"M8","M8","Gadus chalcogrammus",7278,"B"
"342","e02550-A","sample","e02550","A","E1101",NA,"M8","M8","Gadus chalcogrammus",8131,"B"
"343","e02551-B","sample","e02551","B","E1102",NA,"M8","M8","Gadus chalcogrammus",4068,"B"
"344","e02551-C","sample","e02551","C","E1102",NA,"M8","M8","Gadus chalcogrammus",5029,"B"
"345","e02555-A","sample","e02555","A","E1106",NA,"DBO1.2","DBO1.2","Gadus chalcogrammus",3553,"B"
"346","e02555-A","sample","e02555","A","E1106",NA,"DBO1.2","DBO1.2","Gadus macrocephalus",0,"B"
"347","e02555-B","sample","e02555","B","E1106",NA,"DBO1.2","DBO1.2","Gadus chalcogrammus",7993,"B"
"348","e02555-B","sample","e02555","B","E1106",NA,"DBO1.2","DBO1.2","Gadus macrocephalus",0,"B"
"349","e02556-C","sample","e02556","C","E1107",NA,"DBO1.2","DBO1.2","Gadus chalcogrammus",368,"B"
"350","e02556-C","sample","e02556","C","E1107",NA,"DBO1.2","DBO1.2","Gadus macrocephalus",0,"B"
"351","e02557-A","sample","e02557","A","E1108",NA,"DBO1.2","DBO1.2","Gadus chalcogrammus",363,"B"
"352","e02557-A","sample","e02557","A","E1108",NA,"DBO1.2","DBO1.2","Gadus macrocephalus",375,"B"
"353","e02557-B","sample","e02557","B","E1108",NA,"DBO1.2","DBO1.2","Gadus chalcogrammus",3412,"B"
"354","e02557-B","sample","e02557","B","E1108",NA,"DBO1.2","DBO1.2","Gadus macrocephalus",2724,"B"
"355","e02557-C","sample","e02557","C","E1108",NA,"DBO1.2","DBO1.2","Gadus chalcogrammus",1195,"B"
"356","e02557-C","sample","e02557","C","E1108",NA,"DBO1.2","DBO1.2","Gadus macrocephalus",7238,"B"
"357","e02564-A","sample","e02564","A","E1115",NA,"DBO1.5","DBO1.5","Gadus chalcogrammus",6097,"B"
"358","e02564-B","sample","e02564","B","E1115",NA,"DBO1.5","DBO1.5","Gadus chalcogrammus",15258,"B"
"359","e02564-C","sample","e02564","C","E1115",NA,"DBO1.5","DBO1.5","Gadus chalcogrammus",5495,"B"
"360","e02565-B","sample","e02565","B","E1116",NA,"DBO1.5","DBO1.5","Gadus chalcogrammus",322,"B"
"361","e02565-C","sample","e02565","C","E1116",NA,"DBO1.5","DBO1.5","Gadus chalcogrammus",0,"B"
"362","e02567-A","sample","e02567","A","E1118",NA,"DBO1.6","DBO1.6","Gadus chalcogrammus",15579,"B"
"363","e02567-B","sample","e02567","B","E1118",NA,"DBO1.6","DBO1.6","Gadus chalcogrammus",24638,"B"
"364","e02567-C","sample","e02567","C","E1118",NA,"DBO1.6","DBO1.6","Gadus chalcogrammus",10315,"B"
"365","e02568-A","sample","e02568","A","E1119",NA,"DBO1.6","DBO1.6","Gadus chalcogrammus",1167,"B"
"366","e02568-B","sample","e02568","B","E1119",NA,"DBO1.6","DBO1.6","Gadus chalcogrammus",12939,"B"
"367","e02569-A","sample","e02569","A","E1120",NA,"DBO1.6","DBO1.6","Gadus chalcogrammus",2987,"B"
"368","e02569-B","sample","e02569","B","E1120",NA,"DBO1.6","DBO1.6","Gadus chalcogrammus",9951,"B"
"369","e02577-A","sample","e02577","A","E1128",NA,"DBO1.9","DBO1.9","Gadus chalcogrammus",14242,"B"
"370","e02577-B","sample","e02577","B","E1128",NA,"DBO1.9","DBO1.9","Gadus chalcogrammus",6835,"B"
"371","e02577-C","sample","e02577","C","E1128",NA,"DBO1.9","DBO1.9","Gadus chalcogrammus",1148,"B"
"372","e02578-B","sample","e02578","B","E1129",NA,"DBO1.9","DBO1.9","Gadus chalcogrammus",14272,"B"
"373","e02578-C","sample","e02578","C","E1129",NA,"DBO1.9","DBO1.9","Gadus chalcogrammus",3025,"B"
"374","e02579-A","sample","e02579","A","E1130",NA,"DBO1.10","DBO1.10","Gadus chalcogrammus",4417,"B"
"375","e02579-B","sample","e02579","B","E1130",NA,"DBO1.10","DBO1.10","Gadus chalcogrammus",35970,"B"
"376","e02579-C","sample","e02579","C","E1130",NA,"DBO1.10","DBO1.10","Gadus chalcogrammus",1788,"B"
"377","e02580-A","sample","e02580","A","E1131",NA,"DBO1.10","DBO1.10","Gadus chalcogrammus",4155,"B"
"378","e02580-C","sample","e02580","C","E1131",NA,"DBO1.10","DBO1.10","Gadus chalcogrammus",2391,"B"
"379","e02581-B","sample","e02581","B","E1132",NA,"DBO1.10","DBO1.10","Gadus chalcogrammus",4878,"B"
"380","e02582-A","sample","e02582","A","E1133",NA,"DBO2.1","DBO2.1","Gadus chalcogrammus",25277,"B"
"381","e02582-B","sample","e02582","B","E1133",NA,"DBO2.1","DBO2.1","Gadus chalcogrammus",25268,"B"
"382","e02582-C","sample","e02582","C","E1133",NA,"DBO2.1","DBO2.1","Gadus chalcogrammus",11003,"B"
"383","e02583-A","sample","e02583","A","E1134",NA,"DBO2.1","DBO2.1","Gadus chalcogrammus",3318,"B"
"384","e02583-B","sample","e02583","B","E1134",NA,"DBO2.1","DBO2.1","Gadus chalcogrammus",6208,"B"
"385","e02583-C","sample","e02583","C","E1134",NA,"DBO2.1","DBO2.1","Gadus chalcogrammus",0,"B"
"386","e02584-A","sample","e02584","A","E1135",NA,"DBO2.1","DBO2.1","Gadus chalcogrammus",6695,"B"
"387","e02584-B","sample","e02584","B","E1135",NA,"DBO2.1","DBO2.1","Gadus chalcogrammus",19270,"B"
"388","e02584-C","sample","e02584","C","E1135",NA,"DBO2.1","DBO2.1","Gadus chalcogrammus",3990,"B"
"389","e02588-A","sample","e02588","A","E1139",NA,"DBO2.5","DBO2.5","Gadus chalcogrammus",3826,"B"
"390","e02588-A","sample","e02588","A","E1139",NA,"DBO2.5","DBO2.5","Gadus macrocephalus",145,"B"
"391","e02588-B","sample","e02588","B","E1139",NA,"DBO2.5","DBO2.5","Gadus chalcogrammus",4638,"B"
"392","e02588-B","sample","e02588","B","E1139",NA,"DBO2.5","DBO2.5","Gadus macrocephalus",235,"B"
"393","e02588-C","sample","e02588","C","E1139",NA,"DBO2.5","DBO2.5","Gadus chalcogrammus",1196,"B"
"394","e02588-C","sample","e02588","C","E1139",NA,"DBO2.5","DBO2.5","Gadus macrocephalus",80,"B"
"395","e02589-A","sample","e02589","A","E1140",NA,"DBO2.5","DBO2.5","Gadus chalcogrammus",2538,"B"
"396","e02589-A","sample","e02589","A","E1140",NA,"DBO2.5","DBO2.5","Gadus macrocephalus",1351,"B"
"397","e02589-B","sample","e02589","B","E1140",NA,"DBO2.5","DBO2.5","Gadus chalcogrammus",7271,"B"
"398","e02589-B","sample","e02589","B","E1140",NA,"DBO2.5","DBO2.5","Gadus macrocephalus",13221,"B"
"399","e02589-C","sample","e02589","C","E1140",NA,"DBO2.5","DBO2.5","Gadus chalcogrammus",13694,"B"
"400","e02589-C","sample","e02589","C","E1140",NA,"DBO2.5","DBO2.5","Gadus macrocephalus",0,"B"
"401","e02590-A","sample","e02590","A","E1141",NA,"DBO2.5","DBO2.5","Gadus chalcogrammus",2168,"B"
"402","e02590-A","sample","e02590","A","E1141",NA,"DBO2.5","DBO2.5","Gadus macrocephalus",0,"B"
"403","e02590-B","sample","e02590","B","E1141",NA,"DBO2.5","DBO2.5","Gadus chalcogrammus",2622,"B"
"404","e02590-B","sample","e02590","B","E1141",NA,"DBO2.5","DBO2.5","Gadus macrocephalus",0,"B"
"405","e02591-A","sample","e02591","A","E1142",NA,"DBO2.4","DBO2.4","Gadus chalcogrammus",6568,"B"
"406","e02591-A","sample","e02591","A","E1142",NA,"DBO2.4","DBO2.4","Gadus macrocephalus",0,"B"
"407","e02591-B","sample","e02591","B","E1142",NA,"DBO2.4","DBO2.4","Gadus chalcogrammus",32377,"B"
"408","e02591-B","sample","e02591","B","E1142",NA,"DBO2.4","DBO2.4","Gadus macrocephalus",1636,"B"
"409","e02591-C","sample","e02591","C","E1142",NA,"DBO2.4","DBO2.4","Gadus chalcogrammus",13063,"B"
"410","e02591-C","sample","e02591","C","E1142",NA,"DBO2.4","DBO2.4","Gadus macrocephalus",2207,"B"
"411","e02592-A","sample","e02592","A","E1143",NA,"DBO2.4","DBO2.4","Gadus chalcogrammus",5101,"B"
"412","e02592-A","sample","e02592","A","E1143",NA,"DBO2.4","DBO2.4","Gadus macrocephalus",0,"B"
"413","e02592-B","sample","e02592","B","E1143",NA,"DBO2.4","DBO2.4","Gadus chalcogrammus",8800,"B"
"414","e02592-B","sample","e02592","B","E1143",NA,"DBO2.4","DBO2.4","Gadus macrocephalus",0,"B"
"415","e02592-C","sample","e02592","C","E1143",NA,"DBO2.4","DBO2.4","Gadus chalcogrammus",7733,"B"
"416","e02592-C","sample","e02592","C","E1143",NA,"DBO2.4","DBO2.4","Gadus macrocephalus",0,"B"
"417","e02593-A","sample","e02593","A","E1144",NA,"DBO2.4","DBO2.4","Gadus chalcogrammus",0,"B"
"418","e02593-A","sample","e02593","A","E1144",NA,"DBO2.4","DBO2.4","Gadus macrocephalus",0,"B"
"419","e02593-B","sample","e02593","B","E1144",NA,"DBO2.4","DBO2.4","Gadus chalcogrammus",6298,"B"
"420","e02593-B","sample","e02593","B","E1144",NA,"DBO2.4","DBO2.4","Gadus macrocephalus",0,"B"
"421","e02593-C","sample","e02593","C","E1144",NA,"DBO2.4","DBO2.4","Gadus chalcogrammus",3149,"B"
"422","e02593-C","sample","e02593","C","E1144",NA,"DBO2.4","DBO2.4","Gadus macrocephalus",0,"B"
