Sample_ID,extraction_ID,pcr_replicate,project,alt_ID,tank_ID,station_ID,sample_type,extraction_plate,extraction_well,DNA_conc,MiSeq_run,collection_year,collection_month,collection_day,location1,longitude,latitude,depth,time_of_day
e02137_C,e02137,C,aquaria,118,T,NA,field_blank,18_2023,B4,0.477,A,2023,3,27,NA,NA,NA,NA,NA
e02228_C,e02228,C,aquaria,124,24,NA,sample,19_2023,H3,2.532,A,2023,1,23,NA,NA,NA,NA,NA
e02139_C,e02139,C,aquaria,377,11,NA,sample,18_2023,D4,3.169,A,2023,3,27,NA,NA,NA,NA,NA
e02230_C,e02230,C,aquaria,NA,NA,NA,extraction_blank,19_2023,B4,0.251,A,NA,NA,NA,NA,NA,NA,NA,NA
e02141_C,e02141,C,aquaria,491,17,NA,sample,18_2023,F4,2.525,A,2023,3,20,NA,NA,NA,NA,NA
e02231_C,e02231,C,aquaria,379,24,NA,sample,19_2023,C4,3.014,A,2023,1,23,NA,NA,NA,NA,NA
e02143_C,e02143,C,aquaria,62,3,NA,sample,18_2023,H4,1.928,A,2023,3,8,NA,NA,NA,NA,NA
e02233_C,e02233,C,aquaria,106,24,NA,sample,19_2023,E4,3.254,A,2023,1,23,NA,NA,NA,NA,NA
e02145_C,e02145,C,aquaria,NA,NA,NA,extraction_blank,18_2023,B5,0.226,A,NA,NA,NA,NA,NA,NA,NA,NA
e02146_C,e02146,C,aquaria,462,86,NA,sample,18_2023,C5,2.332,A,2023,3,17,NA,NA,NA,NA,NA
e02235_C,e02235,C,aquaria,351,32,NA,sample,19_2023,G4,29.854,A,2023,1,23,NA,NA,NA,NA,NA
e02148_C,e02148,C,aquaria,229,T,NA,field_blank,18_2023,E5,0.534,A,2023,3,20,NA,NA,NA,NA,NA
e02237_C,e02237,C,aquaria,313,32,NA,sample,19_2023,A5,31.5,A,2023,1,23,NA,NA,NA,NA,NA
e02150_C,e02150,C,aquaria,481,17,NA,sample,18_2023,G5,2.369,A,2023,3,20,NA,NA,NA,NA,NA
e02239_C,e02239,C,aquaria,395,T,NA,field_blank,19_2023,C5,0.769,A,2023,1,23,NA,NA,NA,NA,NA
e02152_C,e02152,C,aquaria,408,17,NA,sample,18_2023,A6,3.061,A,2023,3,20,NA,NA,NA,NA,NA
e02241_C,e02241,C,aquaria,212,43,NA,sample,19_2023,E5,7.709,A,2022,12,6,NA,NA,NA,NA,NA
e02154_C,e02154,C,aquaria,226,3,NA,sample,18_2023,C6,1.949,A,2023,3,8,NA,NA,NA,NA,NA
e02243_C,e02243,C,aquaria,301,43,NA,sample,19_2023,G5,6.708,A,2022,12,6,NA,NA,NA,NA,NA
e02156_C,e02156,C,aquaria,370,86,NA,sample,18_2023,E6,2.33,A,2023,3,17,NA,NA,NA,NA,NA
e02245_C,e02245,C,aquaria,72,43,NA,sample,19_2023,A6,5.117,A,2022,12,6,NA,NA,NA,NA,NA
e02158_C,e02158,C,aquaria,391,41,NA,sample,18_2023,G6,4.61,A,2023,3,17,NA,NA,NA,NA,NA
NC1_C,NC1,C,aquaria,NA,NA,NA,PCR_blank,NA,H6,0.217,A,NA,NA,NA,NA,NA,NA,NA,NA
e02247_C,e02247,C,aquaria,NA,NA,NA,extraction_blank,19_2023,C6,0.235,A,NA,NA,NA,NA,NA,NA,NA,NA
e02160_C,e02160,C,aquaria,417,41,NA,sample,18_2023,B7,5.474,A,2023,3,17,NA,NA,NA,NA,NA
e02248_C,e02248,C,aquaria,107,T,NA,field_blank,19_2023,D6,0.673,A,2022,12,6,NA,NA,NA,NA,NA
e02162_C,e02162,C,aquaria,NA,NA,NA,extraction_blank,18_2023,D7,0.212,A,NA,NA,NA,NA,NA,NA,NA,NA
e02163_C,e02163,C,aquaria,358,41,NA,sample,18_2023,E7,5.78,A,2023,3,17,NA,NA,NA,NA,NA
e02199_C,e02199,C,aquaria,89,67,NA,sample,18_2023,A12,10.594,A,2023,2,1,NA,NA,NA,NA,NA
e02165_C,e02165,C,aquaria,385,59,NA,sample,18_2023,G7,1.297,A,2023,3,8,NA,NA,NA,NA,NA
e02201_C,e02201,C,aquaria,388,67,NA,sample,18_2023,C12,16.945,A,2023,2,1,NA,NA,NA,NA,NA
e02167_C,e02167,C,aquaria,404,3,NA,sample,18_2023,A8,1.878,A,2023,3,8,NA,NA,NA,NA,NA
e02203_C,e02203,C,aquaria,368,67,NA,sample,18_2023,E12,20.698,A,2023,2,1,NA,NA,NA,NA,NA
e02169_C,e02169,C,aquaria,52,T,NA,field_blank,18_2023,C8,0.506,A,2023,3,17,NA,NA,NA,NA,NA
e02192_C,e02192,C,aquaria,420,34,NA,sample,18_2023,B11,2.311,A,2023,2,1,NA,NA,NA,NA,NA
e02171_C,e02171,C,aquaria,452,T,NA,field_blank,18_2023,E8,0.754,A,2023,3,14,NA,NA,NA,NA,NA
e02173_C,e02173,C,aquaria,500,76,NA,sample,18_2023,F8,31.5,A,2023,3,14,NA,NA,NA,NA,NA
e02194_C,e02194,C,aquaria,181,34,NA,sample,18_2023,D11,3.761,A,2023,2,1,NA,NA,NA,NA,NA
e02175_C,e02175,C,aquaria,430,T,NA,field_blank,18_2023,H8,0.582,A,2023,3,8,NA,NA,NA,NA,NA
e02196_C,e02196,C,aquaria,NA,NA,NA,extraction_blank,18_2023,F11,0.212,A,NA,NA,NA,NA,NA,NA,NA,NA
e02177_C,e02177,C,aquaria,284,59,NA,sample,18_2023,B9,1.307,A,2023,3,8,NA,NA,NA,NA,NA
e02197_C,e02197,C,aquaria,366,7,NA,sample,18_2023,G11,13.484,A,2023,2,1,NA,NA,NA,NA,NA
e02190_C,e02190,C,aquaria,35,34,NA,sample,18_2023,H10,2.571,A,2023,2,1,NA,NA,NA,NA,NA
e02179_C,e02179,C,aquaria,NA,NA,NA,extraction_blank,18_2023,E9,0.215,A,NA,NA,NA,NA,NA,NA,NA,NA
e02180_C,e02180,C,aquaria,178,59,NA,sample,18_2023,F9,1.305,A,2023,3,8,NA,NA,NA,NA,NA
e02188_C,e02188,C,aquaria,443,7,NA,sample,18_2023,F10,9.239,A,2023,2,1,NA,NA,NA,NA,NA
e02182_C,e02182,C,aquaria,406,76,NA,sample,18_2023,H9,31.5,A,2023,3,14,NA,NA,NA,NA,NA
e02186_C,e02186,C,aquaria,199,7,NA,sample,18_2023,D10,7.481,A,2023,2,1,NA,NA,NA,NA,NA
e02184_C,e02184,C,aquaria,154,76,NA,sample,18_2023,B10,31.5,A,2023,3,14,NA,NA,NA,NA,NA
NC2_C,NC2,C,aquaria,NA,NA,NA,PCR_blank,NA,F6,0.229,A,NA,NA,NA,NA,NA,NA,NA,NA
atlcod_C,atlcod,C,aquaria,NA,NA,NA,positive,NA,G6,0.235,A,NA,NA,NA,NA,NA,NA,NA,NA
safcod1_C,safcod1,C,aquaria,NA,NA,NA,positive,NA,H6,0.22,A,NA,NA,NA,NA,NA,NA,NA,NA
e02356_A,e02356,A,aquaria,294,T,NA,field_blank,24_2023,A1,0.402,A,2023,3,31,NA,NA,NA,NA,NA
e02357_A,e02357,A,aquaria,70,65,NA,sample,24_2023,B1,4.165,A,2023,4,3,NA,NA,NA,NA,NA
e02358_A,e02358,A,aquaria,269,65,NA,sample,24_2023,C1,6.064,A,2023,4,3,NA,NA,NA,NA,NA
e02359_A,e02359,A,aquaria,244,T,NA,field_blank,24_2023,D1,0.371,A,2023,4,3,NA,NA,NA,NA,NA
e02360_A,e02360,A,aquaria,328,T,NA,field_blank,24_2023,E1,0.314,A,2023,4,7,NA,NA,NA,NA,NA
e02361_A,e02361,A,aquaria,214,65,NA,sample,24_2023,F1,6.167,A,2023,4,3,NA,NA,NA,NA,NA
e02362_A,e02362,A,aquaria,435,2,NA,sample,24_2023,G1,4.751,A,2023,4,7,NA,NA,NA,NA,NA
e02363_A,e02363,A,aquaria,393,2,NA,sample,24_2023,H1,4.324,A,2023,4,7,NA,NA,NA,NA,NA
e02364_A,e02364,A,aquaria,34,45,NA,sample,24_2023,A2,3.823,A,2023,4,10,NA,NA,NA,NA,NA
e02365_A,e02365,A,aquaria,350,45,NA,sample,24_2023,B2,3.224,A,2023,4,10,NA,NA,NA,NA,NA
e02366_A,e02366,A,aquaria,446,2,NA,sample,24_2023,C2,3.572,A,2023,4,7,NA,NA,NA,NA,NA
e02367_A,e02367,A,aquaria,457,T,NA,field_blank,24_2023,D2,0.385,A,2023,4,10,NA,NA,NA,NA,NA
e02368_A,e02368,A,aquaria,189,45,NA,sample,24_2023,E2,3.076,A,2023,4,10,NA,NA,NA,NA,NA
e02369_A,e02369,A,aquaria,15,T,NA,field_blank,24_2023,F2,0.311,A,2023,4,14,NA,NA,NA,NA,NA
e02370_A,e02370,A,aquaria,81,39,NA,sample,24_2023,G2,3.833,A,2023,4,14,NA,NA,NA,NA,NA
e02371_A,e02371,A,aquaria,NA,NA,NA,extraction_blank,24_2023,H2,0.148,A,NA,NA,NA,NA,NA,NA,NA,NA
e02372_A,e02372,A,aquaria,398,89,NA,sample,24_2023,A3,7.181,A,2023,4,14,NA,NA,NA,NA,NA
e02373_A,e02373,A,aquaria,312,89,NA,sample,24_2023,B3,6.506,A,2023,4,14,NA,NA,NA,NA,NA
e02374_A,e02374,A,aquaria,360,39,NA,sample,24_2023,C3,4.898,A,2023,4,14,NA,NA,NA,NA,NA
e02375_A,e02375,A,aquaria,8,39,NA,sample,24_2023,D3,4.626,A,2023,4,14,NA,NA,NA,NA,NA
e02376_A,e02376,A,aquaria,437,30,NA,sample,24_2023,E3,4.352,A,2023,4,17,NA,NA,NA,NA,NA
e02377_A,e02377,A,aquaria,485,58,NA,sample,24_2023,F3,2.772,A,2023,4,17,NA,NA,NA,NA,NA
e02378_A,e02378,A,aquaria,151,58,NA,sample,24_2023,G3,3.992,A,2023,4,17,NA,NA,NA,NA,NA
e02379_A,e02379,A,aquaria,86,58,NA,sample,24_2023,H3,3.235,A,2023,4,17,NA,NA,NA,NA,NA
e02380_A,e02380,A,aquaria,492,89,NA,sample,24_2023,A4,6.861,A,2023,4,14,NA,NA,NA,NA,NA
e02381_A,e02381,A,aquaria,466,60,NA,sample,24_2023,B4,4.124,A,2023,4,17,NA,NA,NA,NA,NA
e02382_A,e02382,A,aquaria,489,60,NA,sample,24_2023,C4,4.072,A,2023,4,17,NA,NA,NA,NA,NA
e02383_A,e02383,A,aquaria,219,60,NA,sample,24_2023,D4,3.319,A,2023,4,17,NA,NA,NA,NA,NA
e02384_A,e02384,A,aquaria,411,30,NA,sample,24_2023,E4,5.693,A,2023,4,17,NA,NA,NA,NA,NA
e02385_A,e02385,A,aquaria,270,30,NA,sample,24_2023,F4,0.175,A,2023,4,17,NA,NA,NA,NA,NA
e02386_A,e02386,A,aquaria,42,78,NA,sample,24_2023,G4,41.8,A,2023,7,25,NA,NA,NA,NA,NA
e02387_A,e02387,A,aquaria,NA,NA,NA,extraction_blank,24_2023,H4,0.144,A,NA,NA,NA,NA,NA,NA,NA,NA
e02388_A,e02388,A,aquaria,127,73,NA,sample,24_2023,A5,2.697,A,2023,4,21,NA,NA,NA,NA,NA
e02389_A,e02389,A,aquaria,490,73,NA,sample,24_2023,B5,3.116,A,2023,4,21,NA,NA,NA,NA,NA
e02390_A,e02390,A,aquaria,77,73,NA,sample,24_2023,C5,1.665,A,2023,4,21,NA,NA,NA,NA,NA
e02391_A,e02391,A,aquaria,131,92,NA,sample,24_2023,D5,2.486,A,2023,4,21,NA,NA,NA,NA,NA
e02392_A,e02392,A,aquaria,172,T,NA,field_blank,24_2023,E5,0.518,A,2023,7,25,NA,NA,NA,NA,NA
e02393_A,e02393,A,aquaria,456,T,NA,field_blank,24_2023,F5,0.317,A,2023,4,17,NA,NA,NA,NA,NA
e02394_A,e02394,A,aquaria,375,55,NA,sample,24_2023,G5,3.823,A,2023,3,31,NA,NA,NA,NA,NA
e02395_A,e02395,A,aquaria,55,T,NA,field_blank,24_2023,H5,0.251,A,2023,5,5,NA,NA,NA,NA,NA
e02396_A,e02396,A,aquaria,202,79,NA,sample,24_2023,A6,2.002,A,2023,5,8,NA,NA,NA,NA,NA
e02397_A,e02397,A,aquaria,281,79,NA,sample,24_2023,B6,2.833,A,2023,5,8,NA,NA,NA,NA,NA
e02398_A,e02398,A,aquaria,166,18,NA,sample,24_2023,C6,2.336,A,2023,5,8,NA,NA,NA,NA,NA
e02399_A,e02399,A,aquaria,69,T,NA,field_blank,24_2023,D6,0.234,A,2023,5,8,NA,NA,NA,NA,NA
e02400_A,e02400,A,aquaria,82,91,NA,sample,24_2023,E6,3.347,A,2023,5,12,NA,NA,NA,NA,NA
e02401_A,e02401,A,aquaria,16,91,NA,sample,24_2023,F6,2.781,A,2023,5,12,NA,NA,NA,NA,NA
e02402_A,e02402,A,aquaria,216,79,NA,sample,24_2023,G6,2.569,A,2023,5,8,NA,NA,NA,NA,NA
NC3_A,NC3,A,aquaria,NA,NA,NA,PCR_blank,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA
e02403_A,e02403,A,aquaria,NA,NA,NA,extraction_blank,24_2023,A7,0.15,A,NA,NA,NA,NA,NA,NA,NA,NA
e02404_A,e02404,A,aquaria,378,18,NA,sample,24_2023,B7,2.827,A,2023,5,8,NA,NA,NA,NA,NA
e02405_A,e02405,A,aquaria,336,18,NA,sample,24_2023,C7,2.6,A,2023,5,8,NA,NA,NA,NA,NA
e02406_A,e02406,A,aquaria,317,91,NA,sample,24_2023,D7,2.814,A,2023,5,12,NA,NA,NA,NA,NA
e02407_A,e02407,A,aquaria,376,71,NA,sample,24_2023,E7,3.226,A,2023,5,12,NA,NA,NA,NA,NA
e02408_A,e02408,A,aquaria,128,71,NA,sample,24_2023,F7,2.549,A,2023,5,12,NA,NA,NA,NA,NA
e02409_A,e02409,A,aquaria,282,71,NA,sample,24_2023,G7,2.704,A,2023,5,12,NA,NA,NA,NA,NA
e02410_A,e02410,A,aquaria,291,T,NA,field_blank,24_2023,H7,0.256,A,2023,5,12,NA,NA,NA,NA,NA
e02411_A,e02411,A,aquaria,84,42,NA,sample,24_2023,A8,3.162,A,2023,5,15,NA,NA,NA,NA,NA
e02412_A,e02412,A,aquaria,47,42,NA,sample,24_2023,B8,2.978,A,2023,5,15,NA,NA,NA,NA,NA
e02413_A,e02413,A,aquaria,31,42,NA,sample,24_2023,C8,3.832,A,2023,5,15,NA,NA,NA,NA,NA
e02414_A,e02414,A,aquaria,320,9,NA,sample,24_2023,D8,2.19,A,2023,5,15,NA,NA,NA,NA,NA
e02415_A,e02415,A,aquaria,280,9,NA,sample,24_2023,E8,3.836,A,2023,5,15,NA,NA,NA,NA,NA
e02416_A,e02416,A,aquaria,95,50,NA,sample,24_2023,F8,2.524,A,2023,5,17,NA,NA,NA,NA,NA
e02417_A,e02417,A,aquaria,17,50,NA,sample,24_2023,G8,2.454,A,2023,5,17,NA,NA,NA,NA,NA
e02418_A,e02418,A,aquaria,369,50,NA,sample,24_2023,H8,2.833,A,2023,5,17,NA,NA,NA,NA,NA
e02419_A,e02419,A,aquaria,NA,NA,NA,extraction_blank,24_2023,A9,0.144,A,NA,NA,NA,NA,NA,NA,NA,NA
e02420_A,e02420,A,aquaria,177,9,NA,sample,24_2023,B9,3.523,A,2023,5,15,NA,NA,NA,NA,NA
e02421_A,e02421,A,aquaria,188,T,NA,field_blank,24_2023,C9,0.3,A,2023,5,15,NA,NA,NA,NA,NA
e02422_A,e02422,A,aquaria,285,T,NA,field_blank,24_2023,D9,0.317,A,2023,5,17,NA,NA,NA,NA,NA
e02423_A,e02423,A,aquaria,61,94,NA,sample,24_2023,E9,3.368,A,2023,5,18,NA,NA,NA,NA,NA
e02424_A,e02424,A,aquaria,2,94,NA,sample,24_2023,F9,3.535,A,2023,5,18,NA,NA,NA,NA,NA
e02425_A,e02425,A,aquaria,168,94,NA,sample,24_2023,G9,3.755,A,2023,5,18,NA,NA,NA,NA,NA
e02426_A,e02426,A,aquaria,245,T,NA,field_blank,24_2023,H9,0.378,A,2023,5,18,NA,NA,NA,NA,NA
e02427_A,e02427,A,aquaria,153,51,NA,sample,24_2023,A10,3.157,A,2023,5,19,NA,NA,NA,NA,NA
e02428_A,e02428,A,aquaria,57,51,NA,sample,24_2023,B10,3.211,A,2023,5,19,NA,NA,NA,NA,NA
e02429_A,e02429,A,aquaria,25,51,NA,sample,24_2023,C10,2.172,A,2023,5,19,NA,NA,NA,NA,NA
e02430_A,e02430,A,aquaria,247,38,NA,sample,24_2023,D10,3.225,A,2023,5,19,NA,NA,NA,NA,NA
e02431_A,e02431,A,aquaria,240,38,NA,sample,24_2023,E10,3.014,A,2023,5,19,NA,NA,NA,NA,NA
e02432_A,e02432,A,aquaria,175,T,NA,field_blank,24_2023,F10,0.315,A,2023,4,21,NA,NA,NA,NA,NA
e02433_A,e02433,A,aquaria,405,92,NA,sample,24_2023,G10,2.727,A,2023,4,21,NA,NA,NA,NA,NA
e02434_A,e02434,A,aquaria,105,92,NA,sample,24_2023,H10,3.323,A,2023,4,21,NA,NA,NA,NA,NA
e02435_A,e02435,A,aquaria,NA,NA,NA,extraction_blank,24_2023,A11,0.153,A,NA,NA,NA,NA,NA,NA,NA,NA
e02436_A,e02436,A,aquaria,171,10,NA,sample,24_2023,B11,2.228,A,2023,4,24,NA,NA,NA,NA,NA
e02437_A,e02437,A,aquaria,335,10,NA,sample,24_2023,C11,1.968,A,2023,4,24,NA,NA,NA,NA,NA
e02438_A,e02438,A,aquaria,475,10,NA,sample,24_2023,D11,2.015,A,2023,4,24,NA,NA,NA,NA,NA
e02439_A,e02439,A,aquaria,56,64,NA,sample,24_2023,E11,3.316,A,2023,4,24,NA,NA,NA,NA,NA
e02440_A,e02440,A,aquaria,195,64,NA,sample,24_2023,F11,3.131,A,2023,4,24,NA,NA,NA,NA,NA
e02441_A,e02441,A,aquaria,287,64,NA,sample,24_2023,G11,3.38,A,2023,4,24,NA,NA,NA,NA,NA
e02442_A,e02442,A,aquaria,176,T,NA,field_blank,24_2023,H11,0.249,A,2023,4,24,NA,NA,NA,NA,NA
e02443_A,e02443,A,aquaria,357,97,NA,sample,24_2023,A12,1.981,A,2023,4,28,NA,NA,NA,NA,NA
e02444_A,e02444,A,aquaria,246,97,NA,sample,24_2023,B12,2.22,A,2023,4,28,NA,NA,NA,NA,NA
e02445_A,e02445,A,aquaria,387,97,NA,sample,24_2023,C12,2.923,A,2023,4,28,NA,NA,NA,NA,NA
e02446_A,e02446,A,aquaria,386,93,NA,sample,24_2023,D12,4.272,A,2023,4,28,NA,NA,NA,NA,NA
e02447_A,e02447,A,aquaria,238,93,NA,sample,24_2023,E12,6.666,A,2023,4,28,NA,NA,NA,NA,NA
e02448_A,e02448,A,aquaria,54,93,NA,sample,24_2023,F12,6.052,A,2023,4,28,NA,NA,NA,NA,NA
NC4_A,NC4,A,aquaria,NA,NA,NA,PCR_blank,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA
safcod2_A,safcod2,A,aquaria,NA,NA,NA,positive,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA
e02356_B,e02356,B,aquaria,294,T,NA,field_blank,24_2023,A1,0.402,A,2023,3,31,NA,NA,NA,NA,NA
e02357_B,e02357,B,aquaria,70,65,NA,sample,24_2023,B1,4.165,A,2023,4,3,NA,NA,NA,NA,NA
e02358_B,e02358,B,aquaria,269,65,NA,sample,24_2023,C1,6.064,A,2023,4,3,NA,NA,NA,NA,NA
e02359_B,e02359,B,aquaria,244,T,NA,field_blank,24_2023,D1,0.371,A,2023,4,3,NA,NA,NA,NA,NA
e02360_B,e02360,B,aquaria,328,T,NA,field_blank,24_2023,E1,0.314,A,2023,4,7,NA,NA,NA,NA,NA
e02361_B,e02361,B,aquaria,214,65,NA,sample,24_2023,F1,6.167,A,2023,4,3,NA,NA,NA,NA,NA
e02362_B,e02362,B,aquaria,435,2,NA,sample,24_2023,G1,4.751,A,2023,4,7,NA,NA,NA,NA,NA
e02363_B,e02363,B,aquaria,393,2,NA,sample,24_2023,H1,4.324,A,2023,4,7,NA,NA,NA,NA,NA
e02364_B,e02364,B,aquaria,34,45,NA,sample,24_2023,A2,3.823,A,2023,4,10,NA,NA,NA,NA,NA
e02365_B,e02365,B,aquaria,350,45,NA,sample,24_2023,B2,3.224,A,2023,4,10,NA,NA,NA,NA,NA
e02366_B,e02366,B,aquaria,446,2,NA,sample,24_2023,C2,3.572,A,2023,4,7,NA,NA,NA,NA,NA
e02367_B,e02367,B,aquaria,457,T,NA,field_blank,24_2023,D2,0.385,A,2023,4,10,NA,NA,NA,NA,NA
e02368_B,e02368,B,aquaria,189,45,NA,sample,24_2023,E2,3.076,A,2023,4,10,NA,NA,NA,NA,NA
e02369_B,e02369,B,aquaria,15,T,NA,field_blank,24_2023,F2,0.311,A,2023,4,14,NA,NA,NA,NA,NA
e02370_B,e02370,B,aquaria,81,39,NA,sample,24_2023,G2,3.833,A,2023,4,14,NA,NA,NA,NA,NA
e02371_B,e02371,B,aquaria,NA,NA,NA,extraction_blank,24_2023,H2,0.148,A,NA,NA,NA,NA,NA,NA,NA,NA
e02372_B,e02372,B,aquaria,398,89,NA,sample,24_2023,A3,7.181,A,2023,4,14,NA,NA,NA,NA,NA
e02373_B,e02373,B,aquaria,312,89,NA,sample,24_2023,B3,6.506,A,2023,4,14,NA,NA,NA,NA,NA
e02374_B,e02374,B,aquaria,360,39,NA,sample,24_2023,C3,4.898,A,2023,4,14,NA,NA,NA,NA,NA
e02375_B,e02375,B,aquaria,8,39,NA,sample,24_2023,D3,4.626,A,2023,4,14,NA,NA,NA,NA,NA
e02376_B,e02376,B,aquaria,437,30,NA,sample,24_2023,E3,4.352,A,2023,4,17,NA,NA,NA,NA,NA
e02377_B,e02377,B,aquaria,485,58,NA,sample,24_2023,F3,2.772,A,2023,4,17,NA,NA,NA,NA,NA
e02378_B,e02378,B,aquaria,151,58,NA,sample,24_2023,G3,3.992,A,2023,4,17,NA,NA,NA,NA,NA
e02379_B,e02379,B,aquaria,86,58,NA,sample,24_2023,H3,3.235,A,2023,4,17,NA,NA,NA,NA,NA
e02380_B,e02380,B,aquaria,492,89,NA,sample,24_2023,A4,6.861,A,2023,4,14,NA,NA,NA,NA,NA
e02381_B,e02381,B,aquaria,466,60,NA,sample,24_2023,B4,4.124,A,2023,4,17,NA,NA,NA,NA,NA
e02382_B,e02382,B,aquaria,489,60,NA,sample,24_2023,C4,4.072,A,2023,4,17,NA,NA,NA,NA,NA
e02383_B,e02383,B,aquaria,219,60,NA,sample,24_2023,D4,3.319,A,2023,4,17,NA,NA,NA,NA,NA
e02384_B,e02384,B,aquaria,411,30,NA,sample,24_2023,E4,5.693,A,2023,4,17,NA,NA,NA,NA,NA
e02385_B,e02385,B,aquaria,270,30,NA,sample,24_2023,F4,0.175,A,2023,4,17,NA,NA,NA,NA,NA
e02386_B,e02386,B,aquaria,42,78,NA,sample,24_2023,G4,41.8,A,2023,7,25,NA,NA,NA,NA,NA
e02387_B,e02387,B,aquaria,NA,NA,NA,extraction_blank,24_2023,H4,0.144,A,NA,NA,NA,NA,NA,NA,NA,NA
e02388_B,e02388,B,aquaria,127,73,NA,sample,24_2023,A5,2.697,A,2023,4,21,NA,NA,NA,NA,NA
e02389_B,e02389,B,aquaria,490,73,NA,sample,24_2023,B5,3.116,A,2023,4,21,NA,NA,NA,NA,NA
